Part_Time,Face_to_Face,Availability,Country,University,Distance,Level_Code,Faculty,Course,Course_Lang,Blended,Remarks,Prerequisite_2_grade,Website,Offline,Int_Fees,City,Duration_Time,Full_Time,Local_Fees,Online,Prerequisite_3_grade,Prerequisite_2,Currency_Time,Career_Outcomes,Description,Prerequisite_1_grade,Prerequisite_3,Duration,Currency,Prerequisite_1
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Business & Commerce & Finance & Accounting,Bachelor of Arts/ Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-arts-bachelor-of-business%2F&auth=zfxElQ7L%2BH1j8EAvTW4KrA&profile=_default&rank=125&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31360,Hawthorn,Years,yes,"11,155",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Arts/Bachelor of Business offers students a general understanding of contemporary social and cultural developments through a range of study areas, as well as a strong understanding of the business world. Students develop analytical, communication and research skills designed to facilitate their personal and professional development.Drawing on the expertise of leading teachers, researchers and industry experts, the course allows students to design a degree to develop a unique range of interdisciplinary skills.",75,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,HONS,Engineering,Bachelor of Laws / Bachelor of Engineering (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-laws-bachelor-of-engineering-honours%2F&auth=uA8hbmRAiCLNquwMCoMcew&profile=_default&rank=126&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,37600,Hawthorn,Months,yes,"11,155",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Laws / Bachelor of Engineering (Honours) provides an accredited qualification in law whilst enabling learning to be contextualised to the discipline of engineering. The degree also provides students with a broad, well-rounded legal education that inculcates an understanding of the role the law plays in our society and of how it can assist Australia as a trading nation. Graduates will also have the technical expertise and management skills to lead to a future within biomedical, civil, construction, manufacturing, mechanical, network and telecommunication environments.",75,,78,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Law,Bachelor of Laws/ Bachelor of Arts,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-laws-bachelor-of-arts%2F&auth=9luZi%2BOjzyw%2FEfoO3%2BXHDw&profile=_default&rank=127&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34000,Hawthorn,Years,yes,"11,155",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Laws/Bachelor of Arts offers students a course focused on commercial law with emphasis on intellectual property law. As the only double degree in Victoria with this specialisation, students learn about trademarks, patents and designs, copyright, the prohibition of misleading or deceptive conduct and competition law.The course also provides a general understanding of contemporary social and cultural developments. Students choose from a range of Arts majors, enabling specialisation in a series of study areas depending on their field of interest.Students complete law-related professional experience placements at organisations in Australia or overseas and are introduced to the practical aspects of legal practice through moot court scenarios and advocacy exercises.The combination of degrees equips students with the skills to work in commercial and general legal practice, in government, and in arts- and humanities-based organisations.",75,,5,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Creative Arts & Design & Music,Bachelor of Arts/ Bachelor of Science,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-arts-bachelor-of-science%2F&auth=jqkOcZhyZeiUZK%2FhE9c%2FoQ&profile=_default&rank=128&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,35200,Hawthorn,Years,yes,"11,155",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Arts/Bachelor of Science offers students a general understanding of contemporary social and cultural developments through a range of study areas, as well as a capacity to understand complex scientific information in a specialised field. It combines a range of key humanities and scientific skills and knowledge related to current and projected industry needs. Students learn how to communicate their knowledge in ways that address the issues facing humanity and the planet. Students also develop analytical, communication and research skills designed to facilitate their personal and professional development. Drawing on the expertise of leading teachers, researchers and industry experts, the course allows students to design a degree to develop a unique range of interdisciplinary skills.",75,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,English,Bachelor of Health Science (Professional),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-health-science-professional%2F&auth=gY%2FbGkCX4jbld0RUBireXg&profile=_default&rank=129&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,33680,Hawthorn,Years,yes,"11,155",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Health Science (Professional) includes a mandatory 12-month paid professional work placement. You'll benefit from Swinburne’s unique industry partnerships, gain invaluable full-time work experience and earn credit towards your degree.This course is designed to equip students for careers promoting health and wellbeing. Access laboratories and testing facilities equipped with the latest technology – Swinburne is the only university in Australia with MRI and MEG labs on campus.Explore Australian and international health challenges. Examine the physical, psychological and social aspects of health in a variety of settings. Learn about contemporary issues in health science, such as biomedical testing or health communication, and how to address them. Apply your learning in a professionally focused, multidisciplinary project during your final year of study.Discover a career in counselling, community development, health communication, disability, social welfare or medical research. Graduates may also progress to postgraduate study in physiotherapy, occupational therapy, speech therapy or nursing.",75,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Mass Communication & Media,Bachelor of Laws / Bachelor of Media and Communication,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-laws-bachelor-of-media-and-communication%2F&auth=Uf3HsfaQPcKl6iVkgYXxuw&profile=_default&rank=130&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34000,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Laws / Bachelor of Media and Communication combines studies in commercial law, emphasising intellectual property law, with the knowledge to specialise in the media, communications and multimedia industries.Learn about trade marks, patents and designs, copyright, the prohibition of misleading or deceptive conduct and competition law. Gain the skills to protect the rights of those who innovate or create.Gain knowledge about how the media is evolving through an examination of issues such as ownership, control of the media and the impact of new media technologies on society. Develop professional communication skills.Complete law-related professional experience placements at organisations in Australia or overseas. Become familiar with the practical aspects of legal practice through moot court scenarios and advocacy exercises.",85,,5,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,English,Bachelor of Health Science/ Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-health-science-bachelor-of-business%2F&auth=R6MuErxPAQ6UXyQdUv3Ctg&profile=_default&rank=131&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,33680,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Health Science / Bachelor of Business will equip students with health knowledge and skills that will be complemented by business acumen skills. Students in this double degree will develop a set of complementary and cross-disciplinary skills and knowledge hence contributing to their future readiness and innovative abilities in their chosen career. The double degree forms an important part of Faculty of Health, Arts and Design plan to expand and strengthen the curriculum options available to students in what is an increasingly competitive market. By expanding the choice of Health Science offerings, students will have an opportunity to study a double degree that taps into existing teaching and research strengths at Swinburne University of Technology with proven employability outcomes across the broad health sciences sector and related fields in Business.",85,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Business & Commerce & Finance & Accounting,Bachelor of Media and Communication/ Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-media-and-communication-bachelor-of-business%2F&auth=U5Jt8r3wKGULnw4K%2BIDE0Q&profile=_default&rank=132&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31360,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Media and Communication / Bachelor of Business equips students with knowledge and skills essential for a career that encompasses the challenging and dynamic area of media and communication and the business sector. By undertaking this double degree, graduates will be able to capitalise on opportunities in both industries.",85,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Engineering,Bachelor of Media and Communication (Professional),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-media-and-communication-professional%2F&auth=%2BfouV5RbytB7UnNGhRkiFw&profile=_default&rank=133&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31160,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Media and Communication (Professional) includes a mandatory 12-month paid work placement. You'll benefit from Swinburne’s unique industry partnerships, gain invaluable full-time work experience and earn credit towards your degree.The course is designed to provide students with the latest skills and knowledge that will prepare them for a variety of roles in the dynamic and ever changing industries associated with media and communication. The degree takes a strategic approach to media and communication and links theoretical and practical knowledge and skills needed to operate effectively in diverse settings within industry. Graduates will be well qualified for roles in settings such as agencies, not-for-profits, government departments, small business and large corporate organisations.",85,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Law,Bachelor of Laws / Bachelor of Science,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-laws-bachelor-of-science%2F&auth=nlY1daZYdICn9EijmbuSLQ&profile=_default&rank=134&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,35200,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Laws / Bachelor of Science offers students a course focused on commercial law with emphasis on intellectual property law. As the only double degree in Victoria with this specialisation, students learn about trade marks, patents, copyright, the prohibition of misleading or deceptive conduct and competition law. The course also provides an understanding of complex scientific information.Students complete law-related professional experience placements and are introduced to the practical aspects of legal practice through moot court scenarios and advocacy exercises.The combination of degrees equips students with the skills to work within the knowledge economy and information technology businesses, as patent attorneys, and in legal fields specialising in intellectual property, media, and science.",85,,5,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,HONS,Engineering,Bachelor of Engineering (Honours) / Bachelor of Computer Science,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-engineering-honours-bachelor-of-computer-science%2F&auth=ebPIm7ntZHcM9UiTPC%2Bt5Q&profile=_default&rank=135&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,37600,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Engineering (Honours) / Bachelor of Computer Science combines technical expertise in an engineering field of your choice with skills in software development.Complete core units in your first year to assist in selecting majors in engineering and computer science. Obtain theoretical and practical engineering knowledge by participating in workshops and industry projects to prepare for roles in your chosen field across a range of industries.Explore contemporary approaches to application development involving mobile devices and web-based systems, with an emphasis on the design and implementation of effective human–computer interfaces. Develop skills in a range of programming languages, including C++, C#, Objective C and Java to complement your engineering skills and prepare you for a range of technical and creative careers.Apply your learning in a professionally focused, multidisciplinary project during your final year of study. Undertake at least 12 weeks of relevant professional experience.",85,,5,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,HONS,Engineering,Bachelor of Engineering (Honours) / Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-engineering-honours-bachelor-of-business%2F&auth=Q1dn8onI0LcY9PxIop9OLw&profile=_default&rank=136&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,37600,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Engineering (Honours) / Bachelor of Business offers a choice from a range of majors to students seeking to study engineering and business. The course endeavours to incorporate appropriate graduate employability skills, developments in information technology, society's changing work patterns, sustainable design practices and the need to meet engineering 'world best practice' in engineering. The Bachelor of Business equips students with the core knowledge and skills essential to business management and operations in the 21st century. Students complete the core and major studies from their chosen engineering and business fields of study. After five to six years of study (depending on the Business major), students graduate with a professionally accredited engineering degree and a business degree.",85,,5,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Humanities and Social Science,Bachelor of Education (Early Childhood Teaching),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-education-%28early-childhood-teaching%29-BA-EDUECT%2F&auth=BHR7L1U0jUWc6KHR1eypCw&profile=_default&rank=137&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,"27,560",Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","Become a qualified early childhood education teacher to help nurture curiosity in children and start their lifetime love of learning. With our Bachelor of Education (Early Childhood Teaching) you can inspire and teach children up to 5 years old in kindergartens, preschools and early learning centres. Enjoy a rewarding career with this globally recognised degree which is accredited by the leading industry body, the Australian Children’s Education & Care Quality Authority. Learn how to support and grow a child’s social, emotional, intellectual and physical development through adaptive and innovative teaching methods. You will engage in unique units of study that negotiate societal and educational perspectives of nature play, social justice, theory, sustainability and Indigenous knowledges. Put theory into practice with four professional placements (80 days total) of real classroom experience guided by an experienced mentor. The Victorian Government is offering scholarships and incentives for individuals looking to start a rewarding career as an early childhood teacher.",One of:,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Business & Commerce & Finance & Accounting,Bachelor of Laws / Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-laws-bachelor-of-business%2F&auth=KCINMQxEf0x48Bnx4qCjCg&profile=_default&rank=138&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34000,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Laws/Bachelor of Business offers students a course focused on commercial law with emphasis on intellectual property law. As the only double degree in Victoria with this specialisation, students learn about trade marks, patents and designs, copyright, the prohibition of misleading or deceptive conduct and competition law. The course also teaches students to be entrepreneurial thinkers and provides them with the skills and knowledge essential to business management and operations. Students complete law-related professional experience placements at organisations in Australia or overseas. Students are also introduced to the practical aspects of legal practice through moot court scenarios and advocacy exercises. The combination of degrees equips students with the skills to work in commercial and general legal practice, within management, and as entrepreneurs. ",One of:,,5,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Engineering,Bachelor of Arts (Professional),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-arts-professional%2F&auth=DRQnu9VOIsj5NNZwgGyzAw&profile=_default&rank=139&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,28480,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Arts (Professional) includes a mandatory 12-month paid work placement. You'll benefit from Swinburne’s unique industry partnerships, gain invaluable full-time work experience and earn credit towards your degree.The course is designed to foster students’ individual development and allow them to develop research and analytical skills that can be applied to a range of situations. Arts students learn how to gather, synthesise and assess information, how to conceptualise issues and how to express themselves effectively, both orally and in writing. Students have the opportunity to work with other students and academic staff from a range of disciplines on a project responding to one of the major social, cultural and economic challenges of the 21st century.",One of:,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Computer Science & Information Technology,Bachelor of Laws / Bachelor of Computer Science,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-laws-bachelor-of-computer-science%2F&auth=jvwCl9ShtDA2%2Begws3PJqQ&profile=_default&rank=141&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34000,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Laws / Bachelor of Computer Science provides an accredited qualification in law whilst providing students with a focus on developing expertise in software development and computer science. The degree provides students with a broad, well-rounded legal education that inculcates an understanding of the role the law plays in our society and of how it can assist Australia as a trading nation. Students receive extensive education in contemporary approaches to the analysis, design and implementation of large-scale systems, along with a sound understanding of the traditional aspects of computer science such as hardware and operating systems. Like all IT courses at Swinburne, this course pays particular attention to the human factors involved in the development, deployment and use of computer-based systems.There is a focus on applications involving mobile and web-based systems, with an emphasis on the design of effective human-computer interfaces. A range of options in the degree allows students to study advanced subjects in computer science areas including artificial intelligence, computer networks, database, enterprise systems and programming languages.Graduates of this course will have extensive skills in system development, particularly relating to medium- and large-scale projects, will have developed experience in working on team projects, and will have well-developed oral and written communication skills.",One of:,,5,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,English,Bachelor of Health Science/ Bachelor of Media and Communication,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-health-science-bachelor-of-media-and-communication%2F&auth=fUiaRfZqKtSy6XTv4HZ%2FzA&profile=_default&rank=142&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,33680,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Health Science/Bachelor of Media and Communication will equip students with a comprehensive set of skills, knowledge and attributes to effectively promote health messages, products and innovations to a wide range of audiences. In this double degree students will develop complementary and cross-disciplinary skills and knowledge hence contributing to their future readiness and innovative abilities in their chosen career.",One of:,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Computer Science & Information Technology,Bachelor of Laws / Bachelor of Business Information Systems,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-laws-bachelor-of-business-information-systems%2F&auth=okibZpwVopt2fiIkoAClRQ&profile=_default&rank=143&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34000,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Laws / Bachelor of Business Information Systems offers students a course focused on commercial law with emphasis on intellectual property law. As the only double degree in Victoria with this specialisation, students learn about trade marks, patents and designs, copyright, the prohibition of misleading or deceptive conduct and competition law. The course also teaches students to be entrepreneurial thinkers and provides them with the skills and knowledge essential to business management and operations. Students complete law-related professional experience placements at organisations in Australia or overseas. Students are also introduced to the practical aspects of legal practice through moot court scenarios and advocacy exercises.",One of:,,5,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Mass Communication & Media,Bachelor of Design/ Bachelor of Media and Communication,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-design-bachelor-of-media-and-communication%2F&auth=4%2B6si8ma2DzlXIWO%2BrDAkQ&profile=_default&rank=144&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,32480,Hawthorn,Years,yes,"8,919",no,,IELTS,year,"human services (as research officers) human resource management marketing and advertising policy development general research welfare, community and youth work health care settings evaluation of community and human services","The Bachelor of Design / Bachelor of Media and Communication is designed to equip students with the knowledge to harness creativity in design, and bring designs to life in professional communication industries.Students will gain in-depth knowledge across the discipline of design, as well as additional skills in management, writing, business, media planning and more – making graduates well-prepared for a wide variety of both creative and managerial opportunities in creative communications and media.",One of:,,4,AUD,year 12
